i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,437897,131907338,42577,39210891,2859676134,95187346
2,2334124,131868666,37331,133036232,2843996793,89969964
3,274175,131140400,36862,150712737,2802758095,66423676
4,207899,131762531,38315,144618528,2814019352,94507631
5,264277,131690179,37615,139497503,2809454745,59670455
6,265753,130700972,34527,142772262,2833741106,47754017
7,214076,132068177,37212,148111045,2831539058,99433142
8,267947,129764395,37472,139239981,2834780129,107635602
9,272069,130539759,37071,145059082,3095555290,93244711
10,210088,132058015,35676,90616502,3089251332,32882301
11,263102,122573383,35571,141345355,3094439744,141710265
12,268935,130651917,37412,140321418,2940337669,34114879
13,208725,131872655,24343,151015815,2822920349,104266419
14,264456,131645739,36754,138658039,2833336564,94211037
15,266686,132582510,35598,140570235,2854270095,97332295
16,212651,131999504,36700,144567663,2866631175,63845574
17,266179,134141674,41416,133089266,2861028480,128857429
18,267709,132401447,36893,133211905,3036866210,51210050
19,225058,104516324,45916,146863986,2853982857,129817553
20,271428,131437133,41447,131535109,2865087156,88690935
