i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,322773,2630692,13932,20078915,32238067,439311
2,196612,3057355,10045,7674718,30105912,406235
3,64596,2994669,9929,6888428,28993760,420603
4,66063,2667333,9791,6952625,28624136,432306
5,66927,2714442,10832,7236729,29213182,450094
6,66116,2643087,9988,7026572,27356044,416110
7,160697,2653277,9850,8234150,27048078,448779
8,159590,2769905,10560,7906349,27889212,425749
9,161752,2628489,9820,7685497,28203986,421714
10,147369,3220136,10150,7493740,27792316,407742
11,68515,3174168,10406,7190790,27363928,423667
12,67479,2610620,10427,7221500,28174063,411502
13,67733,2621610,9311,7037133,27309424,420458
14,68029,2627816,9673,6995905,26875942,416625
15,69509,2633366,9837,6894012,27194885,417340
16,154146,2617067,9981,8025838,27176044,430717
17,166085,2615744,10366,7597949,28232625,427838
18,155323,2617914,9585,7558444,27630994,950044
19,67426,3249697,10113,7061085,27238257,454534
20,69201,2973399,10091,7217989,27610407,413336
21,66811,2619867,10502,7043862,27287156,405299
22,68124,2625675,9681,7014810,27012456,405073
23,68540,2621846,9246,6986510,27206837,426527
24,151316,2602715,9576,7961787,26936806,426617
25,166862,2613537,9439,7564931,28082623,422322
26,154466,2601650,9937,7529533,27704813,413700
27,145224,3270021,9712,7814575,27279071,423595
28,67045,3028887,9952,6956207,27462832,409528
29,67016,2616467,14048,6955603,27431435,405122
30,67712,2651283,9337,6971475,26934020,403782
31,71571,2630625,9734,7105343,27081725,419203
32,151603,2646353,10384,7974118,26577195,418179
33,158504,2628595,9631,7880158,27968432,414535
34,153010,2610451,10492,7568888,27526467,423100
35,142684,3202875,9974,7531687,27179887,411795
36,70109,3043519,10788,6976202,27188848,411074
37,68733,2647772,10476,7059837,27422636,409916
38,68530,2637411,10146,7225389,27105018,415625
39,70085,2629550,9410,7212941,26998429,409941
40,148439,2627051,10857,7880978,26341312,414866
41,154893,2598620,9264,7713109,27660798,419711
42,155948,2617973,10530,7609082,27592560,423517
43,141651,3196227,9943,7508912,27127494,404833
44,68984,3135161,10085,6969878,27208061,413511
45,67465,2614484,9979,6995504,27632963,413943
46,66821,2645908,10161,7036188,27040715,406578
47,67410,2637619,9342,7120629,27031520,420425
48,149989,2617187,10232,7909309,26150881,413718
49,156774,2611297,9434,7854875,27361105,417028
50,158197,2610225,9919,7550835,27930776,418059
51,145456,3240572,9880,7487937,27665971,414775
