i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1001938,134582124,40725,47116832,3033907281,129940137
2,867918,134744584,38451,136030834,3057396635,133500986
3,357721,134996977,38879,149733328,3174809789,49100944
4,361596,133149768,39254,77528353,2889550434,129971685
5,700393,134757838,38716,66778080,3051938638,130258572
6,364190,135118241,42680,143402182,2974682024,65852380
7,364242,133060656,39662,152585775,2888526852,129927769
8,686395,134970454,38812,67568417,3242688136,137045098
9,352416,134889944,39220,145180083,2873347201,132297193
10,359566,128782969,38624,146708524,2946229380,129975650
11,344113,134822507,38846,136291135,2942522424,130055709
12,684374,135043468,38089,109375912,3274506468,18621244
13,337150,134738323,38271,156914581,3075852565,121207334
14,327287,133420024,40775,143669775,2874742663,130000348
15,649700,135061993,37344,88742251,3071806952,132160127
16,310191,135029077,38296,146952400,2920314101,132228675
17,302177,134983109,38498,143982278,2844209688,132456994
18,303098,134857892,38011,146533384,2885267560,134065850
19,302657,137474814,38013,146219845,2866605584,57740126
20,286398,135144427,38751,70979854,2826996706,134541250
21,274092,135431794,38624,140605326,2949602834,132095728
22,265413,134787656,38361,143455654,3155825490,47135282
23,259939,135070006,38371,153833600,2847834537,133120403
24,251445,133864686,39491,144565405,2870247068,130343833
25,249641,133868615,39748,142548158,2875799298,130293439
26,250644,133698842,38871,131212806,2874968375,132055752
27,248815,134120456,38992,140314412,2862034691,127986625
28,365754,133960012,40381,146951441,2740912112,130878043
29,362279,132295588,39332,152578967,2847299162,130042052
30,714436,133818550,38666,69705448,2915463395,126935737
31,369073,133939140,37959,153260731,2945551081,132088206
32,718367,131592714,38888,109335982,2851612606,137104844
33,375722,134182912,39069,136873212,3149338936,132399666
34,380625,134430959,38597,131988785,2872069696,130039627
35,377817,132163137,38304,135844158,2829832384,133481648
36,700551,134538390,41092,77995497,3132818917,130786852
37,383633,134188867,39970,143798185,2853894951,131021783
38,389859,134358422,39297,141142076,2886962681,130434077
39,360987,134471535,38694,155344568,2879708757,127433866
40,386324,134697756,29895,153443104,2909275929,127034899
41,354048,134584653,44843,145706150,2873775122,131991685
42,384090,134221504,38608,145261459,2891267214,120081477
43,370611,134883099,39105,146726418,2900936932,120760365
44,364032,134615469,38222,133089156,2939639666,131262190
45,374569,134922448,38888,142881163,2888104823,129913572
46,382316,134296735,41403,136900082,3044851697,29138355
47,369753,134754917,38300,159034325,2867605778,133619171
