i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,2682915,136820056,55955,69563542,2962463889,135300384
2,3829132,136956571,46908,164847195,3168629582,89183931
3,716988,137068900,48025,166721244,2847770319,15281337
4,399062,137187132,47862,170812215,2902499173,120845424
5,405181,136967392,49403,159586373,3146467982,47809165
6,388575,137010598,46299,161933227,3075448888,28563879
7,410226,137406903,47927,167878568,2905487780,28021355
8,410210,137986782,47497,166505831,2917281273,155782747
9,403993,137673251,47741,160767948,2944807824,130229674
10,377801,137538346,54912,157530976,2885837202,130257845
11,382259,137362529,48362,150932498,2894658075,122436489
12,375153,137531071,48386,156104455,2866644600,42896892
13,381387,137178165,48696,166541240,2959030982,33301127
14,366019,137958482,51332,171050749,2938725469,61364994
15,366219,137445040,47964,159820384,2742428756,65662273
16,371097,136016562,49477,160899924,2876014757,133566930
17,469825,137743177,46200,126434778,2983112574,66335550
