i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,55138,2691150,13751,5548142,61417376,397833
2,52063,1875497,8997,5135044,29894710,378670
3,49399,1895964,12042,5094879,29268736,384730
4,105617,1936851,10912,5703039,28639027,392258
5,51175,1936859,10091,5162954,28696047,378041
6,112822,1986140,10075,5643988,28496968,379539
7,52282,1995411,11288,5088317,28181103,397783
8,119067,1982337,10212,5824967,28707399,391026
9,51756,2001229,9941,5216884,28116305,391177
10,117452,1995678,9990,5831885,28218800,379955
11,51549,2014929,10251,5020028,27688634,397173
12,112458,2327618,10464,5999447,27447099,383326
13,51592,2011175,10442,5026181,27484233,370039
14,51287,2496479,10912,5152328,27890390,374721
15,52432,1965217,11204,5121772,27567013,375939
16,51995,2539186,10448,5129905,27800152,376623
17,53716,2015434,9479,5033516,27374166,368280
18,52544,1987330,10824,5231563,27549998,390607
19,109817,2017334,10952,5670208,27407310,375055
20,57078,2018659,9957,5122079,27377307,374991
21,121574,2015905,8847,5920861,27922393,382330
22,51053,2012853,10573,5142772,27357747,397371
23,119061,1994004,10657,5956586,28187183,388419
24,52580,2002942,10504,5052400,27391145,388158
25,115300,2009413,9355,5952156,28077246,375783
26,56773,2016539,10452,5146138,27173898,375229
27,52121,2399172,10741,5156755,27898719,377638
28,51394,1984663,10257,5092652,27188593,371236
29,51803,2517123,9832,5152263,27826361,372560
30,51708,1981932,10644,5216807,27475588,376464
31,51862,1976220,10004,5186651,27673998,941883
32,54159,2003183,9753,5083690,27402419,368700
33,52376,1992198,10364,5089945,27291486,386056
34,119521,2020674,11101,5950506,27461450,374437
35,51637,2042667,9524,5137876,27348745,383053
36,126136,2007196,10578,5858046,28213858,377066
37,51484,1996869,11307,4994332,27441406,388609
38,119967,1969632,10016,6015340,28005535,381248
39,52131,2012935,10932,5023521,27196194,373183
40,113955,1991652,10249,5907073,27465477,370667
41,54435,2048803,10642,5153336,27048568,373827
42,51525,2470256,11248,5116629,27717364,390383
43,52500,1998162,10478,5113678,27193982,379973
44,52134,2563976,9528,5068664,27625887,373292
