i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,253197,3430201,13006,24997190,33859512,442316
2,339444,3395436,10949,10305388,32370133,438725
3,162844,3382623,10092,9971287,31721579,432017
4,160162,3416031,10613,10024659,31239520,430598
5,83436,3704609,10876,9431429,31499611,445577
6,82544,3900980,11195,9287070,30721558,432835
7,83149,3991708,10986,9285413,30350506,431301
8,84278,4167120,11536,9406711,29809383,433804
9,84877,3460962,10523,9425418,28725075,457483
10,185923,3529758,11248,10471108,28602016,448993
11,199974,3466586,11035,10172617,29390344,447376
12,195814,3467284,10947,10158274,30333418,446688
13,187601,3460018,11587,9925842,30426543,429737
14,179143,3482511,11657,9916268,30241931,425172
15,170126,3456087,11115,10082506,31281677,430164
16,81484,3718254,12253,9200138,30808938,437274
17,82668,3944461,11986,9187083,30140063,436612
18,83540,4007793,11705,9651928,29712974,438933
19,81855,4054665,12390,9386850,29238083,442073
20,85228,3409878,11021,9394693,28508119,457963
21,181210,3492706,11299,10011587,28234216,445591
22,193008,3473895,11926,10064273,28713098,447767
23,196043,3483720,11522,10036422,29625874,439553
24,197620,3453602,10924,10091311,30553002,439835
25,185631,3453757,11229,9987927,30526755,437574
26,177468,3441175,10978,10234702,30224214,426138
27,169953,3454438,10233,10095351,30774075,428544
28,82907,3742319,10748,9633662,31157645,436912
29,82606,3930253,11135,9288067,30506616,444615
30,83330,3979463,11172,9380090,30143015,443684
31,83317,4204706,11152,9339395,29263675,439718
32,84834,3451497,11370,9719337,29037077,451420
33,187736,3511174,11717,10235028,28278809,459881
34,192245,3476081,11501,10229562,29178681,444445
35,194855,3444704,11607,10395004,29684961,446775
36,199900,3462440,11353,9938630,30408004,433642
37,183795,3453130,11104,9901189,30411130,437679
38,175246,3479028,11193,9991950,30230319,424848
39,167227,3443184,10931,10090857,30422305,436633
40,81865,3771015,10697,9255077,30726174,437396
41,82868,3906726,11306,9406823,30144258,429837
42,82346,4020679,12382,9378129,29752613,438488
43,81712,4042724,12977,9611584,29265192,444204
