i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,967472,133046190,48463,50247611,569666280,120990697
2,2247989,133896301,38717,135903689,658843545,30140914
3,592572,134035787,39239,146399149,724650534,30014482
4,316508,132420490,38909,149953151,635051763,30742215
5,409298,133254315,38430,165413794,632313577,120254501
6,361593,134478282,37646,151474040,598132737,118623140
7,677443,132091533,37515,69969223,741523871,131477917
8,241304,133156573,39318,141503540,604052395,112458599
9,384065,133686854,40068,149536860,594984440,90316318
10,359540,133867493,38861,144845883,596407227,129806281
11,328435,132417714,38938,144000368,611458375,100395638
12,405825,133644308,39860,155942648,634922980,28252724
13,357659,134136655,37803,162507887,692687721,128088470
14,689773,133921878,38377,69476550,1057925868,129732948
15,303583,132749972,38614,142104922,612917633,104908925
16,385075,133702715,39558,157969288,588074833,121957805
17,363844,134039831,37615,152133148,591398341,120398022
18,338526,132289122,38636,145352410,622962017,105340793
19,246581,133327957,45453,147686638,602564915,112696581
20,373566,134060709,40794,156110055,584206538,124879991
21,356926,134201756,38475,148505388,668816819,129748111
22,321025,131932747,41763,147758897,679530379,92458081
23,419158,133847318,40247,159253400,620588517,126649572
24,356214,134704004,37115,153805959,617118661,20404126
