i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,278572,1816718,12697,17301981,30992167,380760
2,99293,1743276,8740,5579309,29028705,372128
3,47501,1712132,9203,4682937,28715184,380816
4,51519,1761830,8295,4628100,27856297,375395
5,50465,1796105,10802,4927664,27107442,374463
6,49566,2298160,10229,4655734,25875426,375342
7,51764,1811565,8511,4816417,25633368,383055
8,113821,1834729,9641,5262199,25229946,383004
9,124925,1831352,8963,5390539,26201673,376602
10,119873,1822989,9395,5291675,25962723,378970
11,49975,1829390,9359,4662128,26622723,363335
12,51839,1824709,8751,4601167,26251578,384410
13,50246,1845735,9117,4736808,26027205,397255
14,52950,2306091,9882,4756944,25236566,397394
15,50418,1810276,9162,4707373,25350151,379401
16,118352,1833388,10201,5214135,24952663,387951
17,131224,1851086,9494,5480300,25758957,373032
18,119865,1819099,9500,5350681,25497337,370056
19,50677,1813761,8791,4643347,26298543,373016
20,50535,1851789,10168,4712624,26234722,370147
21,52203,1849212,9337,4711554,25867473,370899
22,52482,2259261,10520,4646658,25088641,392917
23,51736,1830999,9034,4678297,25085516,905321
24,50693,1840148,8958,4795601,24679014,381881
25,130821,1843283,9816,5426174,25339668,379622
26,120960,1828860,9148,5369693,25347040,371389
27,51853,1826429,9341,4625898,26253845,386840
28,49988,1834901,8836,4685809,26059786,379864
29,50679,1836406,9202,4704280,25689322,388642
30,51191,2216838,10275,4642568,25075515,377723
31,49923,2440512,10704,4723018,24920866,398031
32,53146,1869045,10003,4696012,24746313,387533
33,129523,1832654,10271,5334751,25059684,372216
34,125163,1839439,10163,5451118,25399819,376691
35,51267,1826445,8813,4692237,26144371,362134
36,52994,1830092,8957,5001849,26154767,366133
37,50365,1838449,9761,4609043,25647891,364286
38,52775,2210314,10318,4822968,25123043,385458
39,49091,2409001,10062,4717386,24821471,376668
40,51197,1841338,9624,4697342,24696308,386832
41,124491,1841260,9307,5370709,24938886,389697
