i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,107856,4795963,17846,25791116,31844005,482164
2,184684,4250353,12428,11372403,30025327,453211
3,173717,3883496,11760,11913536,28566336,452070
4,188482,3952069,11374,11709566,30182066,468921
5,176034,4565299,11900,11505612,29438785,473363
6,91124,3839211,11421,10852612,29840072,455197
7,175083,3864482,10914,11752380,29543603,460889
8,169679,4570070,12555,11194432,29018093,453580
9,91379,3828415,10982,10792413,29732185,451399
10,170829,3865055,11709,11666423,28845670,461691
11,173688,4613900,13004,11261351,28788080,451999
12,90271,3841488,12400,10907147,29231030,460127
13,175729,3880515,12372,11684330,28564310,449622
14,178384,4658868,12390,11326025,28862493,454897
15,91390,3927805,12077,10628848,29184422,451752
16,174943,3945645,11458,11721107,28398146,455885
17,184912,4626450,12463,11583818,29203139,452059
18,92114,3981610,12623,11464341,29204718,464356
19,179678,3962030,12130,11974722,28201125,466516
20,196829,4633944,13047,11584101,29606407,452485
21,91721,4341950,12660,10604521,29064181,457884
22,180910,3909620,12107,11868869,28479075,453224
23,199313,3956425,11866,11502963,30027534,454372
24,185050,4498918,11738,11149030,29086980,471365
25,168707,3896987,11207,12192415,28505682,448311
26,191400,3911461,11650,11711361,29941392,460388
27,176673,4527220,12550,11134074,29096517,465200
28,91757,3844214,11860,10798322,29738772,455821
29,175067,3901025,11149,11540490,29446356,472403
30,172464,4590508,12104,11369843,28899379,461185
31,90260,3840426,11224,10866014,29658336,453804
32,174812,3878160,11442,11607600,29096113,458189
33,175713,4624563,12553,11488897,28853187,453630
34,91673,3857498,11435,10761937,29321302,458360
35,174325,3907029,11006,11793370,28554923,460874
36,177135,4639361,12875,11187857,28888076,451957
37,90983,3910603,12055,10949974,29992907,462360
38,175363,3912454,11842,12010173,28441479,465414
39,189524,4627268,12186,11367289,29052779,462574
40,93359,3959507,11661,10645704,29192937,449368
41,181697,3927678,12190,12080397,28297828,452656
42,191638,4643653,11747,11359011,29438266,450665
43,91947,4368427,12130,10535288,29091997,452537
44,180209,3950510,12318,12024573,28432685,449377
45,198108,3945367,11291,11433439,29967718,1091553
46,92269,4495829,12553,10646251,29193717,462224
47,170322,3884624,11560,11903300,28537753,453986
48,192507,3925389,11621,11648024,30128288,454980
49,177291,4517560,12383,11325271,29188270,456379
50,91581,3841213,12040,10627628,29768164,448957
51,180506,3882406,11581,11433580,29663711,464971
52,174556,4559462,13483,11255248,29051145,454989
53,91853,3866888,10951,10679955,29644780,455041
54,173358,3879077,11374,11515449,29223350,465047
55,171596,4626498,12903,11152572,28851989,456431
56,90160,3845404,10894,10849280,29547855,457752
57,172020,3906304,11271,11645724,28621807,463216
58,179889,4667079,11769,11331914,28883585,452327
