i,sstep,lambdastep,gammastep,wstep,loss
1,1590846434,1086488142,10752544719,80193513177,95481311
2,6893598250,7564261359,12460471024,80857487419,96411577
3,6891925182,2444811268,11709775195,87803261907,112876388
4,7018461177,2676686597,11687653655,80299127717,94648884
