i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,7013571,133525265,42970,79369569,2186658147,116324622
2,3001717,132488898,40221,144399848,1488376507,98951884
3,504146,133122745,41430,133550055,1994531564,106514013
4,242854,132398033,44971,130824150,1561707068,64419773
5,283497,132858796,40660,156805835,1884477179,115365734
6,252819,132105000,38481,144715355,1631429781,83542517
7,267338,132889963,41780,156636533,1868160848,110888351
8,262929,133668654,41389,151329340,1678590971,112850132
9,237599,132497861,39318,146495014,1441140370,104248057
10,270799,133401519,41255,156678169,1939896027,119718380
11,523826,130602888,40669,112126752,1673243454,117809517
12,285870,131151036,42347,132128705,2021337048,32772615
13,265770,131788547,40992,156195351,1761289291,100749135
14,269717,132671362,46872,148419369,1837428965,106961247
15,270911,133179381,40120,127166996,1691543708,119080992
16,237220,132544569,40338,148755257,1488815089,110623067
17,268709,133297969,41094,148024435,1908626626,113208732
18,241461,130686888,33384,148066910,1573162521,115888661
19,568138,132952386,40892,85964148,2100229712,106915986
20,255036,131772279,41710,142423443,1629540647,92158621
21,269237,132611854,42186,151068372,1855390821,102031980
