i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1299114,137552941,53050,79140733,673785156,29211078
2,3056161,135017224,45340,171087144,640933237,134422120
3,596341,135347821,45301,164499739,647695032,27934993
4,499540,135985919,46828,182966144,613895359,48900593
5,530670,136131925,47934,179892948,695197761,134913709
6,463730,136691843,46602,168847866,736564076,30547067
7,451763,137424900,46193,170571618,751944204,25104182
8,443515,137028651,45415,171788837,808336673,48851240
9,437072,137633037,44063,167344619,879735514,25012604
10,419944,137599220,44951,174395031,686643337,135821394
11,320893,135311886,51581,168007113,537866108,42572836
12,505454,135107088,46657,179014337,726413093,129926982
13,510012,136412247,48679,138232786,636221938,135018103
14,467254,136932262,47604,171559722,618297701,57269611
15,459074,137012362,47266,170192035,850407000,136655718
16,447401,137698663,46702,154444114,737692480,27650751
17,443609,137305392,45750,171254266,700277802,134498446
18,433324,137243454,45877,156495223,693956706,138893337
19,330128,135333064,45597,166004767,664832756,132722611
20,495493,134996203,45027,172535319,715367482,59488383
21,509047,135849479,46597,148477362,624217916,130031286
22,469233,136812043,46396,169320457,560634695,134521458
23,463289,137078379,46678,159365797,867151479,26051076
24,454352,137320525,45274,167987933,894291922,26156889
25,443147,137116854,44785,173140246,689533028,57010033
26,424118,137410524,44603,174082328,654484083,26101997
27,357827,135036274,45626,168736976,631313381,131629241
28,487671,134943175,45740,168237256,656289309,129917756
29,538284,136091505,47579,165451973,616418308,129921755
30,472715,136555110,46749,160632609,600444293,95416965
