i,sstep,lambdastep,gammastep,wstep,loss
1,337552491,223732493,14639807645,53525434,875382
2,1518472643,18396927989,19604601479,820381140,895377
3,1667856039,18961172415,16357588308,60849669,856796
4,1599107588,11010830777,29047429480,71271671,866613
5,1639113932,8113398069,16321204112,70160832,873454
6,1540540877,2361476892,15426774616,65669999,890047
7,1558036243,2165354639,15650734691,62313067,857790
8,1587576885,2362752479,15677155567,57495203,805805
9,1506467593,2162999841,15634184512,58646843,884538
10,1506290909,2207559495,15604441558,59142592,876608
11,1475196901,2359345598,15652722845,51337648,886973
12,1526016538,2201509434,15627331069,58770491,864900
