i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,2528970,1849087,62787,82089358,10339034,709913
2,268032,1828805,55631,31408932,19918141,711139
3,261806,1675888,37779,21634858,10013744,4302218
4,261428,1796022,37298,21625108,10071068,664119
5,315088,1805206,40080,33155603,10078878,697506
6,313909,1800781,40977,32932055,10066878,712624
7,262308,5114083,39749,21159552,10028633,686502
8,261406,1713550,37444,21238650,10010009,678074
9,327527,1804493,38624,27983467,10094101,686791
10,318524,1813156,41290,33130937,10090115,712846
11,262330,1806075,41372,22041912,13829395,695301
12,262300,1703604,36764,21202229,10000701,673713
13,312225,1798069,36880,24422350,10081727,680404
