i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,60755,234371,9255,3825182,3890751,285407
2,53110,261842,7161,3277844,48684194,273727
3,55385,265162,5076,3219106,3906001,270594
4,54874,269094,5562,3125392,3866318,269306
5,53904,256325,6927,3081070,3823579,268074
6,95667,258136,5377,8246744,3905419,269457
7,52322,264363,4960,3144871,3880792,264545
8,52501,260711,4668,3092620,3815935,271124
9,52427,252840,5222,3297245,6716412,261598
10,54290,253721,4755,2995926,3852214,270341
11,52255,258950,5222,3047654,3822218,261482
12,53133,249917,3961,3043111,5908786,259945
13,52801,250727,5160,2973522,3823285,254392
