i,sstep,lambdastep,gammastep,wstep,loss
1,285400778,198853357,6638617787,43617962,650313
2,506301136,3559013821,6386172941,73046281,669049
3,531366718,2817620223,6599231865,33795880,645659
4,564076966,2196008883,6945675203,44693554,668272
5,511430303,2364619012,6433535500,32566275,666705
6,518586763,2132149107,6871215168,46364167,671976
7,544876602,2464440106,6606608898,33395875,661863
8,528625767,4413018905,6836980664,44857222,644994
9,516433625,909468217,6470418195,33151854,691004
10,541035292,854128210,6847048570,55850539,700926
11,522468337,926466239,6417903879,68221598,663082
12,538048210,913424569,6421162874,69010675,688015
13,547917770,917189307,6406688633,69543807,697076
14,527607217,914896378,6410413683,68003237,653541
15,589587491,913480504,6413146244,64749998,649727
