i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,345406,754453,16749,57384533,6087929,760770
2,275236,718740,33073,11209186,5952689,431710
3,152231,708560,22585,9504929,5989563,441365
4,144704,695979,12420,10202216,6084488,439909
5,141803,690775,12505,9122113,5920357,437567
6,141732,687213,12523,10008197,5926874,412724
7,107938,683027,12232,7701299,7291993,418988
8,107233,690203,12761,8065774,7853202,422616
9,107047,686198,12526,7762808,7269169,418375
10,107636,692974,12958,8043293,7815133,424845
11,107193,667673,22473,7768009,7247129,421190
12,107600,664199,22270,8034937,7814346,415603
13,107767,674798,33926,7740316,7243721,395682
14,107981,682126,12403,8070511,7825717,412146
15,107921,688540,11873,7757721,7251071,406045
16,108301,667630,22776,8229410,7823701,417487
17,107437,687861,11976,7740883,7234574,406664
18,107682,681492,13258,8001891,7792948,403041
19,107027,690923,12361,7731484,7243440,404138
20,107899,2554567,13221,8068301,5916713,401518
21,109254,2000657,12755,7719011,5922644,405304
22,109439,691764,15304,8026795,5947470,2235927
23,108577,670787,21463,7685002,5936021,441968
24,143039,697881,26941,9229333,5938472,415457
25,141940,706995,12630,9669231,5945776,409494
26,142157,689317,21869,9231913,5939174,413722
27,143622,702474,12501,10010165,6107527,407339
28,141696,692737,12083,9062414,5939359,413913
29,142401,687885,11753,9962596,5945970,421218
30,143363,692490,12169,9039200,5947721,405296
31,143135,683809,22373,9984259,5973236,402882
32,143793,682371,12011,9040007,5945562,412799
33,143217,688527,21611,9995033,5925646,406272
34,143265,684500,12061,9080147,5918571,393163
35,148412,690995,11770,10017434,5847002,413942
36,142371,683052,12078,9053537,5917421,412582
37,107103,686021,13120,8019099,7865730,405933
38,107539,685154,12944,7766691,7256483,409599
39,107667,682758,13316,8050243,7805562,402667
40,108143,682556,12426,7726253,7250581,410754
41,107655,666671,23342,8051279,7812126,411220
42,107979,705259,12820,7742902,7253800,400198
43,107506,690752,13258,8048117,7836419,413101
44,107930,690323,12799,7731336,7249240,419117
45,107462,664299,22788,8024649,7820200,406848
46,112155,663696,26003,7718581,7246600,402889
47,107495,682890,13674,8020522,7803681,399537
48,107525,670379,31854,7718010,7231848,387868
49,108415,687656,13947,8023727,7743390,396378
