i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,158682,1009117,21149,12946497,58124741,549312
2,147519,967899,16498,11415967,7192556,517379
3,517411,964459,15462,15723517,7241916,506834
4,145266,3751525,15974,11183022,7150086,505499
5,149890,942634,15298,11097542,7208247,505006
6,197974,945665,15225,13538007,7177456,512192
7,145332,954367,16210,10594652,7150899,501518
8,216071,956646,15205,13158250,7227455,505523
9,145178,942769,15992,10668032,10081374,522055
10,144749,974132,15573,10567529,7161608,517165
