i,sstep,lambdastep,gammastep,wstep,loss
1,254230065,184903502,5178717036,73587104,562730
2,349877373,2875112350,6040757414,59105608,3330763
3,215815753,3767637981,5630878347,52882479,587722
4,286932380,3305539495,5600316601,30789147,570382
5,249227471,3004482383,6007005834,65643918,566950
6,307910558,3267406741,5571311559,73114151,559468
7,301375140,3019928619,5611771470,70817338,571811
8,229977309,3079693730,5565966575,71006075,549085
9,237673828,3534692592,5593150218,69370030,584755
10,291991859,3379065444,5564328609,69141355,556229
11,276939198,2999174313,5599960683,68716000,578101
12,282647045,3303572607,5564422135,66906898,572672
13,269692039,3424446625,5603124746,65526805,553542
14,294369999,3369521689,5569934388,64547426,562622
