i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,161122,504440,8644,5328982,7586478,318646
2,76419,478027,6781,5160584,5191790,315070
3,168525,476640,7014,6901589,5027606,312348
4,77841,479200,7517,5507451,7321865,304492
5,78601,459075,6990,4899950,6313744,307752
6,79763,1663584,8046,4876896,4949349,327844
7,77608,460601,6847,4808756,4953757,307093
8,126334,454183,6991,6153282,4920526,301194
9,77878,456246,6470,4901399,6298004,305047
10,77506,448203,6251,4815293,6059271,297970
11,77709,454249,6690,4833816,4888597,323303
12,136972,444982,6555,5852552,4931232,301620
13,109046,445312,6326,6307103,4842072,297356
14,78030,450747,6124,4874647,6729569,302385
15,78419,441104,6156,4828361,6036078,310705
16,81824,464868,7058,4805745,4899056,307383
17,134411,448197,6295,5989575,4862838,302686
18,78691,449410,6831,4918577,6455252,302480
19,80674,452153,6939,4855731,6099463,300969
