i,sstep,lambdastep,gammastep,wstep,loss
1,295599612,197718243,5637034109,42134584,542010
2,314853171,511359076699,6153344605,39594026,591886
3,358640034,4334157993,6051298075,55607635,594465
4,369506313,1431262294,5900176183,51055419,577188
5,329482258,3542316386,6096073076,47761934,582646
6,318164259,1798489152,5913690979,45595089,657480
7,321813347,3525916172,6138563657,46329524,574070
8,307156990,1600281656,5933391578,45519870,593810
9,421258207,3632962561,6123977578,45431244,597000
10,341277291,1761319288,5896098933,45366190,578552
11,303122102,3435815265,6090643323,45023533,589503
12,346284758,1556001019,5900994221,44605233,583434
13,361767920,498750597665,13598641252,43152553,581670
14,328198490,2458610798,6025395192,45289082,587733
15,359190536,1426704523,5909685379,43494259,561860
