i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1292719,1360505,35876,42689306,11814021,618734
2,1744094,1305765,33275,17540700,8436916,684043
3,425525,3427867,34367,16192915,8457121,612991
4,193012,1306822,31705,14699161,10891087,627739
5,224846,1302374,33135,16595152,8448991,667968
6,223949,1319566,33196,15801659,10784121,633338
7,228102,1314358,32296,16654951,8430274,627843
8,228384,1324564,32429,15589613,9907259,599641
9,190741,1333402,31916,14738306,10870911,601125
10,231464,1319222,33210,15526587,8469198,1872089
11,188564,1334414,32120,14895852,10826937,607072
12,225946,1324640,33303,16883557,8462455,626586
13,229967,1335737,32786,15876641,10608267,593856
14,189820,1319653,31579,14861621,10867688,614089
15,237986,1332823,33833,15502820,8448794,1833447
16,189927,1338742,31776,14759080,10845527,607129
17,225083,1326644,32333,15788388,8456007,606359
18,230533,1348813,32057,15914917,10560725,580557
19,227316,1345004,32077,17133841,8445376,603743
20,236064,3299195,35549,15796131,8483984,593573
21,188438,1335820,32000,14724441,10811582,623406
22,228159,1327450,33141,16608034,8444039,612963
23,227088,1337524,32537,15791199,10645313,597280
24,227818,1333615,33442,16840888,8430505,611898
