i,sstep,lambdastep,gammastep,wstep,loss
1,288082389,195420974,5497403950,56484261,587723
2,359119150,2591774953,5872151044,74588787,640041
3,390166314,3182549463,6012019557,55694776,604176
4,364112393,1726333898,6347251684,38198009,644563
5,374187694,3444041183,5475381029,68993217,640706
6,404760561,2899007241,6349313240,37008860,624758
7,417738792,2689054025,5787137485,67860905,623096
8,300455811,858399340,6249175654,63662112,607306
9,437105227,902311378,5846907253,64359669,621742
10,282385488,905545057,5883834171,31764650,628686
11,334803532,855135110,6392420364,38712582,606095
12,463703444,853890544,5870592937,63470400,630598
13,352376846,898372168,5843712083,72861057,640785
14,375280208,854882461,6388571226,56391449,600365
