i,sstep,lambdastep,gammastep,wstep,loss
1,281013546,196438045,4280481683,33175296,520845
2,194465556,374829821719,5713235949,33585026,529096
3,279347537,2847217206,4442629881,67401651,531061
4,190927803,2378156166,4944669302,32037394,496651
5,220341928,1102530405,4457277037,54338494,537438
6,234171600,1245546085,4421534984,65317003,543830
7,237244656,1313927569,4838018655,32967817,525303
8,255081598,1266791681,4561421006,54654298,524483
9,207077603,1434928203,4419614114,63786671,534662
10,302439495,1255471903,4982813386,34215074,528210
11,216230926,1642716475,4475919671,52636182,558572
12,278282977,1394377001,4539923518,62274946,537892
13,238272567,1258234331,4695101716,51243162,521525
14,200946553,1013949000,4431819807,48844846,522858
