i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,160337,1082642,32508,12908897,7993860,777285
2,155162,1016652,27783,12117645,14248117,552462
3,154521,1002605,29087,11959339,6830662,552829
4,210657,1009771,27115,15150619,7044520,548236
5,154681,4017115,17035,11949097,6914133,559356
6,159695,996277,19755,11823064,6940142,556219
7,155264,977104,16603,11742224,10020077,543751
8,157327,998328,16285,11783484,6912554,557106
9,214119,1001952,28331,14299580,7032298,530273
10,155085,984560,16771,11823735,9835209,546415
