i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,408973,1463024,34145,17853754,12620170,688686
2,1406978,1396294,32223,16042673,11275904,658008
3,250365,1379739,32342,18167880,8199681,668235
4,244633,1401417,33246,16816577,8322908,718288
5,243754,3486245,33033,17999224,8311006,677400
6,200509,1384779,31883,15454920,10682292,647069
7,200540,1376360,32916,15389049,10707207,638301
8,251112,1399507,33789,17557797,8325778,677938
9,243088,1416163,33482,16962223,8561897,657079
10,244880,1354105,34277,17526178,10577938,710733
11,200678,1381848,32918,15419751,10717111,645247
12,240216,1396578,33953,17559790,8297684,654406
13,250628,1382682,32449,17392521,8320699,682911
14,242297,3528763,33158,16850806,8482942,690060
15,203736,1391528,33244,15448305,10654537,711323
16,200480,1371699,31859,15394925,10696191,718038
17,245820,1390814,32425,16605860,8316429,685180
18,243052,1388458,32297,17555986,8344299,637110
