i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,453255,1021178,20546,28613204,7395436,566475
2,508391,987772,27677,14300446,7354303,549270
3,186520,3154324,16320,13072769,7334838,531084
4,150776,996944,16058,11288726,9007157,523512
5,151430,985641,15750,11629526,9537333,533892
6,182301,1007559,26789,12586243,7271367,528836
7,184783,995128,16260,12650843,7224731,537486
8,188418,3062941,17335,12731305,7299353,515560
9,152157,1021379,15993,11236790,8837733,537111
10,151666,1030928,16074,11615819,9571952,516181
11,183169,1023287,17087,12547533,7187302,545074
12,186030,1015855,16755,12807806,7302088,529606
13,185844,3072580,17515,12716333,7305313,528870
14,150721,1027018,16758,11221667,8886936,528533
15,155911,1008000,15921,11590886,9589194,530436
16,184751,1023455,17175,12757678,7261095,528789
17,191279,1006023,26634,12650612,7298851,516816
18,186371,3061373,17075,12754585,7303046,523572
19,151422,1030265,16140,11232106,8881044,511453
20,152768,999906,16263,11593476,9518560,515849
21,183960,1018257,17457,12738736,7268722,529589
22,188122,1011968,17023,12634356,7292214,536858
23,186355,3064344,16998,12801158,7294486,520153
24,151014,1069372,16313,11228037,8944000,529826
25,156503,1016371,16105,11565067,9569617,535009
26,185578,1014067,16504,12974351,7263767,533497
27,191684,1019583,16935,12647121,7299816,521845
28,190714,3053400,16829,12760513,7305292,508845
29,152090,1035265,16361,11330712,8894322,530821
30,152756,1015028,16428,11529496,9568348,524268
31,184550,1009902,27169,12617870,7268647,512772
32,185460,1015109,16443,12655413,7217954,536200
33,186820,3042711,17172,12760438,7305949,528093
34,151813,1049999,16011,11259321,9033255,517812
35,151536,1035714,15959,11578304,9580500,518376
36,183586,1027155,16878,12649220,7260454,514127
37,186476,1030620,17358,12655864,7308345,534506
