i,sstep,lambdastep,gammastep,wstep,loss
1,277789165,197993604,7061909033,52715657,702014
2,561937583,4419186281,8261625230,57276828,704573
3,676670037,6312236996,8109983150,40164551,713389
4,755116054,2909917947,7572418061,52301121,710988
5,584277783,3124481792,7553109546,43463403,620183
6,644136640,2834808529,7551409860,44932305,586205
7,565969912,2851657922,7556212697,44804499,575920
8,611531702,3120854119,7555672138,44385314,555212
9,578311550,3105235502,7585360817,42578209,654280
10,607670060,2854242314,7588861738,40479860,1639471
11,619929008,3114026293,7575906531,39219685,719391
12,634433656,2852024828,7533371745,47319068,706469
13,650438204,2844743281,7542767203,59166893,704165
