i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,258301,223353,8931,51368488,3852251,265160
2,95333,236447,4846,2632680,3725443,256315
3,80284,216147,4331,4708270,3763572,246367
4,46744,222726,4651,2596126,3678392,250712
5,47346,212312,4682,2623708,5358894,259755
6,47562,216345,4167,2537613,3658832,248182
7,46708,204375,4194,2584401,5018050,249588
8,45326,228540,4407,2540051,3661981,272906
9,46144,201948,4720,2628655,4933971,244817
10,46212,214941,4151,2512397,3625295,246331
11,46425,203936,4167,2566934,4849691,238759
12,45703,216444,3872,2534275,3611745,243948
13,50099,209055,4321,2547268,4837398,240414
14,47156,208652,4057,2511452,3606377,249729
15,46454,196518,4391,2561638,4801744,237239
16,46267,213873,3772,2523096,3630002,244320
17,46604,199651,4216,2581018,4820498,241607
18,47330,222379,4070,2516237,3586124,244536
19,45861,200451,4142,2550260,4801868,244571
20,47240,212649,3811,2509521,3588782,239621
21,46473,197202,4301,2563306,4811377,243679
22,47288,217269,3917,2510616,3588481,240451
23,46740,203160,4016,2562378,4768494,238648
24,47255,218052,3701,2502902,3594517,246974
25,48758,196251,4579,2563848,4795230,236924
26,46599,212064,3850,2512901,3599167,243278
27,47207,196631,3916,2559996,4844554,238989
28,46811,210008,3768,2527277,3590122,250243
29,46391,199378,4375,2564127,4798145,248671
30,46010,213556,3909,2501042,3615394,241104
31,46522,198230,4030,2559778,4775960,239530
32,46245,215259,3896,2520262,3598825,240212
33,50216,199354,4322,2557927,4765172,243489
34,46335,209327,4050,2509195,3585340,240417
35,46596,200880,4192,2554376,4782248,236824
36,46485,219210,3871,2516502,3568685,241301
37,46877,206587,4850,2582345,4778217,239956
38,46533,207170,4277,2506788,3584831,241392
39,47296,205444,4013,2679385,4781884,237054
40,47210,212240,3821,2515022,3591335,242887
