i,sstep,lambdastep,gammastep,wstep,loss
1,229779567,190541107,5899046846,54566122,620353
2,389926505,2657857416,6590161200,78806350,644157
3,362084189,1395663516,6992975269,40685680,610587
4,500310409,1335975150,6211983480,51738933,663306
5,375248128,970252432,6173198361,71452022,635222
6,390450163,968126883,6506478237,55849087,599594
7,411240947,1011674123,6552071936,59844945,619195
8,403037562,958754044,6173236178,75964295,635223
9,417525605,1021795514,6499770619,63623856,618754
10,398367328,967373501,6090422260,74089955,619846
11,340140689,960645728,6640425700,48049512,676761
