i,sstep,lambdastep,gammastep,wstep,loss
1,261393885,197689697,5915331056,34516368,646863
2,436400591,5617413483,15767175470,514285820,969201
3,475967409,6559160881,6861530257,54488665,665656
4,516100648,1963917533,6029487925,75943239,645857
5,439303200,5686734338,6854318019,53730735,660522
6,484119485,2699432332,6630804350,68679188,654911
7,508644130,3476053186,6335434226,54156133,665872
8,422505223,4770531440,6525636081,83060658,689501
9,454584068,933872329,6933009107,49447169,668846
10,566655129,1975972208,6527828171,34107886,656232
11,704252939,931224370,6423666639,72623192,667496
12,448106882,1733256471,6539565693,53606995,649789
13,595809965,934169155,6409582308,76084866,660522
14,497716809,1850746402,6993661391,43677753,654112
15,559675419,929892640,6437827515,33892666,647959
