i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1116021,1738930,40163,25042661,47302484,744421
2,4903827,1641663,36473,20153277,14676962,716274
3,247964,1608216,35510,19790965,13027429,719520
4,248037,1632160,35030,19454490,12779994,719267
5,247835,4730602,35793,19455240,9666526,721389
6,244538,4681687,35615,19384441,9669288,694734
7,244400,4659521,34516,19312827,9581020,698935
8,243849,4676165,36026,19391342,9668308,697790
9,247012,4649817,36482,19339204,9673080,715414
10,244307,4684704,35467,19401591,9457527,693550
11,245590,4652814,34810,19336956,9554501,716058
12,250353,4680190,34698,19301806,9564787,711101
13,245316,1725299,35151,19281230,9593316,3592877
14,246980,1722134,35201,19345762,9591617,3595467
15,245673,1712880,35503,19378541,9583063,3573156
16,247008,1700384,34767,19394568,9609998,709454
17,289487,1729877,35411,22298540,9605603,713155
18,291151,1750189,36273,22205003,9600621,754554
19,288022,1745393,36907,22246102,9607934,697748
20,289012,1722567,36666,22201134,9592967,721501
