i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,239074,712826,25347,9180343,6771114,501382
2,573570,769742,11105,30478441,7469471,519258
3,122101,707316,12045,8603601,6602504,471309
4,161131,716442,10760,12959753,6636162,503848
5,115627,699316,11913,8653126,6514317,454997
6,157339,716963,12037,11515548,6665634,489857
7,115563,695690,20727,8611472,6577414,468640
8,156477,717182,10799,11020113,6628783,493944
9,114516,3559716,11652,8541616,6592593,477823
10,121027,705586,20600,8293091,6595738,456830
11,116030,728751,10881,8654060,9547314,495977
12,115772,729750,10774,8594590,6586502,464671
13,116073,725625,10634,8371964,9525250,487544
14,115816,724846,10681,8330672,6561872,455693
15,115203,725340,10544,8619493,9473652,489633
16,115435,708588,9468,8492360,6557597,435800
17,155651,729762,10473,11072419,6609747,479582
18,120357,720578,11350,8276318,6595878,445467
19,160624,728764,11006,11092713,6625425,493626
20,115862,708250,20057,8630031,6582071,456874
21,157656,731793,15182,10830653,6621949,481047
22,115893,3370715,11319,8516672,6565983,476992
23,115092,735846,10834,8509676,6615982,460109
24,114360,718966,20283,8369876,9514991,488304
25,116885,727662,10705,8251534,6572586,455773
26,116050,733548,11011,8576783,9413192,483555
27,116613,717058,20550,8478240,6562212,454165
28,116187,721800,11007,8364084,9439760,479913
29,120157,706080,21099,8252714,6544607,460068
30,154752,730495,11102,11191260,6594318,500457
31,116372,728285,10527,8463168,7149511,471464
32,161356,736796,10787,10841848,6670096,496532
33,115688,759636,11612,8459939,6639125,463003
34,157973,723419,10497,10803106,6624243,480832
35,120150,3387409,10959,8456169,6573509,476698
36,115254,738672,10864,8250192,6628337,451109
37,115362,721260,10464,8580968,9304229,486654
38,117084,728403,10552,8457062,6572528,454599
39,119783,735807,10481,8361731,9422828,478745
40,119160,729228,10531,8257909,6560493,449997
41,116845,714937,10579,8573542,9391944,494833
42,116720,729259,10605,8452826,6568640,456020
43,156250,728986,10549,11022455,6610687,485442
44,116060,707059,20039,8254821,6582239,452996
45,160053,746241,10508,11050757,6626159,490771
