i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,384883,1309720,33768,15258381,20173895,597694
2,176764,4184508,28927,14188486,7619062,581095
3,181189,3954742,28721,13954384,7622108,584900
4,181609,3769189,28007,13626479,7672798,578347
5,177742,3713712,28530,13557842,7657258,548121
6,176407,3589942,27890,13517294,7644955,561594
7,177903,3627839,29000,13718044,7644064,575374
8,182484,3562302,18907,13465227,7652315,573459
9,177117,3569384,28643,13470167,7660501,571578
10,182998,3543528,28680,13442211,7644395,565484
11,177351,1205586,27999,13429277,7689540,2960383
12,177634,1177309,28154,13607197,7984486,2866996
13,181717,1169643,28655,13450457,7763372,2890438
14,178250,1178278,27908,13640573,7780366,2884915
15,177348,1162679,28593,13457112,7782003,2911539
16,180846,1166918,33149,13474807,7777746,2861462
17,177789,1172979,28669,13455887,7772404,2901389
