i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,266243,720613,15971,10977839,6210564,541459
2,552774,814095,15779,61203827,6355199,498425
3,126350,779616,13042,9199140,6240767,470756
4,126218,783577,16455,9564794,11568449,488103
5,126328,781468,12181,9479864,6239310,477788
6,131721,774728,12107,9145761,9465858,490284
7,130626,770679,12187,9091295,6231262,471326
8,125576,780074,11929,9423192,9315027,491116
9,125319,847185,12123,9360066,7117290,466176
10,130319,755933,10496,9063717,9244893,464242
11,125174,774642,12026,9057810,6240824,485751
12,125207,772613,12033,9380669,9196671,491491
13,125022,759212,11722,9333637,6219920,476805
14,126896,775004,11928,9035978,9122337,480896
15,129533,773434,12118,9009186,6219640,469151
