i,sstep,lambdastep,gammastep,wstep,loss
1,372357535,216682097,11589645648,63821291,776866
2,1131232328,6698756971,11853425469,55952702,812504
3,1264427692,8670826249,24727687078,64879998,825740
4,1245704217,9013101826,12107023763,64500472,813105
5,1205694479,4769980141,11839954539,51013706,808505
6,1521430336,13075943572,12422576936,59933778,829596
7,1242440468,1703720307,11517566974,62547001,835509
8,1287055169,1867439099,11562483240,57243551,798001
9,1196187753,1869479226,11542264563,67634025,825246
10,1370595514,1865300138,11526859651,67232968,831173
11,1381073513,1865909954,11529579595,58965174,798835
12,1349907295,1862355366,11533540346,56483211,825525
13,1107625278,1709328237,11533530229,55077481,811371
14,1314018292,1701620870,11495952277,70454885,830087
