i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,903264,1678484,38704,62754759,9025377,844941
2,2072094,1613706,34642,20791442,8925087,817368
3,317463,1606769,40002,19929035,8907599,732999
4,317868,1594649,34294,19619653,8906483,795715
5,314938,1605267,35011,19847030,8889476,827575
6,323305,4263423,34736,19666372,8902252,780744
7,217451,1595575,40275,17356306,11671670,766060
8,216941,1596143,33773,17229611,11661593,779426
9,304555,1600363,36430,19836088,8901211,756085
10,309333,1611319,34330,19427588,8910103,809110
11,313248,1604849,34094,19660728,8897657,765626
12,310945,1601878,33943,19597809,8815858,828193
13,312750,1659487,35008,19392205,8909331,745465
14,314963,4181792,35168,19356039,8911906,739054
15,221327,1596653,33596,17156704,11481245,774404
16,216945,1605084,40314,17203377,13173904,1007017
17,223084,1594728,36676,21467458,13970248,735181
18,313791,1614362,33613,19944555,8923589,805159
19,317029,1601744,34268,19516061,8911027,730607
20,316547,1618175,34914,19437588,8910885,824102
21,314852,1623235,34647,19565097,8816043,728171
22,317182,4157700,35819,19379872,8825125,821167
23,217034,1599470,34864,17186464,11745227,748162
