i,sstep,lambdastep,gammastep,wstep,loss
1,240547860,185440810,3886038879,54300966,454232
2,184282365,1434097107,10657373459,731040392,490783
3,244179291,997892658,3962923379,34957183,431749
4,209700040,1230528314,4166026894,44958345,452812
5,173606147,1342652545,4248399583,41388173,456398
6,218113578,400581686,4326943448,25895475,474233
7,230065913,397622780,4386933320,38017136,429726
8,205121999,380593956,4482352604,26019006,523212
9,172536607,380186566,4473096575,39438035,445607
10,183240296,380961754,4282151854,26224923,612511
