i,sstep,lambdastep,gammastep,wstep,loss
1,413170490,224426324,14454394577,71411347,848408
2,1512193575,14100979291,15859654590,69382125,893734
3,1595709209,11708222054,15901164193,59479645,905596
4,1576511623,10205843321,16203014784,62205909,880794
5,1568782847,10187446070,16190802041,58436466,891691
6,1575451382,10529173147,16247219336,63718290,899444
7,1568910114,10044661499,16183992126,65805993,902764
8,1496943024,10367008092,16238695441,56969078,891136
9,1571515286,10095429636,16130568842,75780941,875440
10,1716654432,10183235939,16206067954,64549596,907131
11,1529910480,10790902501,16116385322,60725177,882169
12,1472712099,9721903064,16130529268,80655422,852929
13,1483344444,9724224052,16167468368,61578621,901642
