i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,447326,1065443,32873,33619979,6682253,557172
2,205248,997750,28613,13915772,8468219,542411
3,175093,983231,27375,11339289,9323395,536426
4,149911,985922,27461,10921016,8300033,524349
5,183102,958991,16886,13417612,6527121,528944
6,184239,974952,27859,12356449,6562080,531259
7,182497,2345805,27788,12542816,6557781,519369
8,149034,992293,17004,11261214,8758844,523710
9,149165,981051,27373,10918454,8192024,526080
10,180266,987501,17340,13476635,6534076,530985
11,181308,988010,27849,12267742,7166421,523406
12,182206,988240,28839,12545294,6579084,539887
