i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,110785,607661,17753,7850795,6237421,437153
2,104182,608280,10815,29237085,5643181,399132
3,99729,590674,14235,7413577,5592430,399051
4,139454,614109,9565,11168140,5641605,400844
5,98939,585941,8786,7069507,5593442,386314
6,133257,606172,9281,10110514,5633884,388654
7,98730,595107,8728,7306606,5562133,385764
8,133940,596808,9173,9529642,5627071,386863
9,98133,588961,9061,7282518,5559663,2935254
10,104133,604860,10227,6977921,5618677,377692
11,101756,596317,10586,7285878,8237915,389329
12,99404,607889,8979,6951686,5485492,378546
13,98542,597335,9088,7278250,8488041,381518
14,100160,607841,10823,6956824,5490979,371902
15,98863,589486,10340,7267882,8282945,391575
16,98834,601039,8896,6948452,5549641,373150
17,99341,594106,8968,7239297,8220298,381312
18,99317,600633,9914,6975799,5549415,382469
19,135566,624198,9794,9776132,5605390,379701
20,98195,603008,8617,6958428,5564937,394777
21,137662,612172,9998,9587784,5584685,377312
22,99515,608764,8681,7401155,5545308,379500
23,135434,611939,9430,9328652,5611505,378087
