i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,567310,1407130,35956,15627038,12438412,680518
2,443259,1375195,32879,16135832,9154031,644755
3,249162,1368920,32056,16094678,11093928,615146
4,245139,1375641,32991,17018213,8675952,627719
5,257021,3409475,33075,15714941,8800180,608146
6,186737,1385286,31908,14467402,11124264,620626
7,241779,1369882,31994,16570825,8707330,619584
8,249066,1359582,32668,15747004,10991269,603962
9,187642,1359558,31150,14565116,11183579,618873
10,252377,1369868,33126,15379386,8728914,1913766
11,191525,1373981,31517,14510930,11184751,609512
12,246258,1371360,32179,15690495,8799484,605811
13,249260,1372880,33542,15465693,10330056,594369
14,189623,1360778,31772,14545401,11230058,617916
15,253180,1390478,32621,15381274,8791407,667587
16,250152,1382067,31491,15746351,11086775,595014
17,241783,1383925,32117,16790965,8791096,621452
18,250755,3417727,32218,15743899,8820547,595360
19,185409,1362759,32018,14471979,11115816,654231
20,246237,1372714,32084,16299416,8777927,659127
21,244707,1386352,31960,15663930,11082229,600673
