i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,459368,895415,18089,34597402,6911686,482223
2,986749,867571,14856,11755918,6679792,2839513
3,129785,2443168,12035,9288755,6653554,473992
4,134785,833736,12303,9551106,8909035,470374
5,129347,815666,12095,9034026,8269558,469470
6,129086,822450,11797,9304738,8789671,461961
7,129273,808003,11392,8981130,8150596,460383
8,128823,818459,12100,9341669,8745092,457144
9,135674,843219,12029,9000150,8113808,470635
10,133294,835287,11840,9353315,8711898,469504
11,178556,836386,11929,10424278,6594634,466161
12,180562,818741,12006,11252245,6571796,464013
13,177561,831641,11848,10288187,6607252,472000
14,184552,834076,12373,11194105,6607022,467032
15,178577,826052,12879,10261094,6609431,476279
16,179978,822467,11951,11293158,6617104,465096
17,179479,837143,12026,10583183,6613432,464378
18,178938,2244427,12513,10783612,6540566,451792
19,132115,849315,12331,9379000,8727687,451452
