i,sstep,lambdastep,gammastep,wstep,loss
1,215721760,180051367,4274212191,53317873,482284
2,223086482,2670856688,4658362607,52652148,530342
3,204609317,2084553545,5087994788,43895143,503119
4,134697957,2111477308,4626632671,47406044,519753
5,216212389,1694217897,4781399124,47593777,506630
6,259592961,1713882880,4667389050,46890851,531736
7,192576298,1830076473,4663917569,45787636,509019
8,248888381,1829901993,4623848786,44315945,511132
9,214160237,1686882332,4796368369,42665682,579480
10,172021886,1738956956,4496322181,39335243,545597
11,284745625,1741600129,4669949811,34182039,521980
12,326486712,1774120423,4598599881,69893932,498709
13,207684989,1639843567,4768347969,59999778,518085
