i,sstep,lambdastep,gammastep,wstep,loss
1,234840804,183705197,5514689384,35761406,599338
2,310388508,3713273437,6105092282,51611877,614190
3,274573264,1613687898,5983548415,45053186,625173
4,326692184,2566266776,6001493160,29870107,671713
5,270528991,2142978753,6474149064,40766636,3065041
6,238871228,2984095997,6360271987,51649451,591098
7,344731471,2144815628,5781232502,30640674,6231672
8,272705684,1186101642,5301024617,62346882,626581
9,276605924,1898496523,5370037560,50225023,610872
10,306377879,2073883401,4976052734,32506048,636818
11,421902128,2094646265,4955847030,58823725,646350
