i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1063100,1421402,38246,72490866,8873644,694969
2,202186,1394839,33821,16921442,14355696,681254
3,202414,1323346,31278,16283951,8704395,673125
4,245810,1361613,32362,19403382,8798928,730736
5,203090,1353564,34525,16940114,12166684,643204
6,206658,1317821,30778,16126041,8711288,3566374
7,205811,1356926,31326,16149572,8771686,741034
8,235336,1346081,31834,20094994,8939877,726333
9,202409,1364478,32453,16147315,11752233,642432
10,206072,1312309,22771,16042109,8690712,672195
11,249673,1374580,33253,19058234,8792100,674267
12,234314,1370125,31887,20306113,8763009,733868
13,203273,4233409,33129,16182669,8739678,669887
