i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,195747,557546,12547,7097299,23901940,376300
2,190173,554434,11855,6796831,5768134,371790
3,144943,543282,8780,10646363,5527796,367253
4,92815,523133,8245,6584791,7380813,354726
5,92239,544378,8112,6456674,5579950,354569
6,133970,519874,8252,9281964,5592213,354910
7,92420,513085,7942,6399614,7142512,341513
8,99179,560515,8406,6368869,5556920,349280
9,134520,526044,8401,8955867,5568559,355892
10,91453,528871,8034,6378297,7103594,345065
11,92322,564485,8430,6404141,5559925,350769
12,139872,523640,8391,8834153,5577360,356793
