i,sstep,lambdastep,gammastep,wstep,loss
1,562502,52157097,2792117345,73004709,279751
2,734289,205858330,3233947764,38350583,307793
3,740919,213341955,3034756158,59947127,295532
4,776867,173418168,3212637357,23557007,284308
5,716223,195629374,3188913763,53603898,286859
6,729472,203824675,3239279751,80465762,292695
7,748249,183293618,3154817794,46102124,279552
8,717057,199663351,3086713495,70995426,289664
9,727024,197033544,3212384776,35252694,284711
10,788090,237440664,3213917249,52521577,284233
11,824655,196780687,3123682346,79461410,279921
12,720421,188593138,3103594171,42687627,283281
13,719058,192501007,3138167824,64197786,277801
14,2463480,188991608,3252646650,28667225,289864
15,723195,212143871,3169674591,46042909,312254
