i,sstep,lambdastep,gammastep,wstep,loss
1,388969553,218485907,13095236082,48946058,898803
2,1363497389,15480210037,13797007079,61538644,871396
3,1448378635,1215700475697,14432535212,62990066,893180
4,1504617789,6242300177,14583651862,59721889,876431
5,1403644847,5259804183,14113305956,42887326,898309
6,1538420590,11651052679,14348387616,62112734,881489
7,1431899185,10955137387,13997003137,63763114,860017
8,1385168136,10328098897,14355330044,60938150,890909
9,1483971831,5279015604,13655513074,41232039,877843
10,1499512930,2041782433,13475243766,45420363,891383
11,1386003900,1204050830271,21547517765,67710955,865241
12,1318863587,11972548154,13974818088,64320647,878609
13,1396860356,11341385636,13397963860,58780915,871229
14,1370954565,7058084233,14265272485,42114887,878927
15,1399267058,12571948373,13918736806,61715136,885485
