i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,127386,832677,16945,9900277,51910843,459713
2,748580,820479,14163,9266021,9369252,555803
3,124502,2601242,11779,8870209,6529086,523697
4,124577,806122,11101,9036947,6593007,465303
5,170001,777790,11020,11159126,6630381,508009
6,160402,774534,11576,11398681,6629112,492783
7,157621,770361,11482,11383595,6502212,497270
8,123326,771000,11468,8744003,8166755,513772
9,124284,763280,12192,9000110,8881169,494813
10,123864,777413,10779,8682059,8058302,482540
11,124362,803156,11033,8980646,6580455,440845
12,173495,776109,12146,10867876,6595666,495863
13,160869,780853,11514,11208762,6613817,485791
14,156219,870213,11514,11333734,7342065,532558
15,123563,778823,11518,9244566,8247686,523127
16,124143,769117,12031,9268600,8706578,471536
17,125172,784913,11189,8672118,8028334,463053
18,129886,798241,11307,8976926,6548332,445009
