i,sstep,lambdastep,gammastep,wstep,loss
1,226007398,192034602,4108720514,40121691,523834
2,219895272,358976511900,12414013989,487586407,526048
3,256874716,1737475324,4607660895,145756248,527521
4,238599102,3072244388,4898547066196,1390236264,542743
5,266603616,1786819537,4797367153,1202998232,525834
6,296138386,2956267550,4326442474,61412001,538927
7,229646324,1499890507,4730674436,31140414,525565
8,235392512,1156208132,4455814340,51310803,524517
9,230008863,1011134614,4677636886,51173846,531177
10,257680250,1214763072,4454198696,56706337,537289
11,214910563,1195836145,4759237110,34211354,526765
12,273999476,1177215360,4452951065,63464068,548353
