i,sstep,lambdastep,gammastep,wstep,loss
1,157602993,180818515,3388536833,55524253,349907
2,179196198,840722061,3636348007,46145026,1812191
3,200444861,678593236,3994011309,30498378,369027
4,368339200,696272989,3637598408,64838393,348623
5,162490652,471749032,3778783791,58489576,352744
6,175893029,297005027,3729101432,46910519,1892146
7,362926471,299228213,3878078362,28672657,353051
8,175198775,285659903,3768415238,65051398,349358
9,223462700,291496332,3695175425,50964303,360828
10,216820577,287496045,3755410519,26085311,353421
11,164178600,298395689,3645702276,56801281,349956
12,218749138,292032096,3849031227,43198795,360578
13,272236889,298472060,3691455671,65023044,402449
