i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,75467,400897,11183,4600098,5470402,327913
2,110111,388126,7534,6532720,5363848,308965
3,68024,372484,6818,4407274,7194243,299738
4,85470,1518890,8207,4206779,5246708,325831
5,68711,387073,6472,4181408,5200616,297297
6,97318,366162,5776,6736283,5154947,299021
7,68243,376891,6215,4229064,6256709,289270
8,68383,387287,6444,4187327,5153616,1241989
9,67249,371777,5487,4158666,5148382,295516
10,72446,366635,5641,4273165,6427849,296221
11,68266,368996,5890,4212847,6150065,285688
12,69006,385412,5602,4156623,5153393,302119
13,103419,362860,6511,5142156,5153664,288776
14,67484,359710,6491,4631458,7060963,297165
15,69536,356684,5579,4209518,6152472,295266
16,69544,390466,5903,4186184,5154549,295470
17,104094,358920,6161,5226616,5159018,290008
18,68767,359372,6215,4264648,6342528,289680
19,68819,355187,6150,4343422,6138106,290094
20,69398,392034,6049,4187697,5119753,299018
21,104109,368461,5965,5306428,5117570,288118
22,69227,358733,5826,4261368,6325446,285149
23,70059,363491,5894,4208597,6101491,290367
24,68656,385475,5714,4203967,5133654,307056
25,107345,405938,5895,5659615,5788268,294450
26,70331,369898,5425,4444553,6388152,293788
27,70351,1331198,7665,4237956,5161155,312475
28,70399,383172,5718,4191548,5146509,294785
29,99703,361465,5607,5544067,5124302,284914
30,70712,354292,5511,4233773,6158489,293117
31,70352,391182,5616,4214388,5108951,1172550
32,70482,362003,5497,4218937,5138218,290869
33,70321,359505,5939,4676236,7144705,290629
34,70535,354327,5635,4252362,6221837,294770
35,69794,387185,5602,4231270,5098653,300212
36,106982,363004,5608,5183496,5155509,290385
37,69995,358189,6179,4300045,6346692,287814
38,70391,353853,5547,4270668,6141277,292215
39,70125,384625,5710,4221239,5109840,304027
40,105875,359448,6155,5243578,5139175,289126
41,69203,363153,6338,4354501,6472732,294604
42,70301,360932,5591,4224141,6115145,292338
43,70053,392398,6394,4220768,5126597,293752
44,106337,361515,5486,5351714,5125246,286962
45,70064,358669,5799,4282302,6299273,297811
46,69602,355609,5566,4232407,6092019,293899
47,69750,390111,6031,4210996,5162771,294957
