i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,988149,998029,30200,58550482,7156651,578377
2,156401,962258,31641,12434397,10086103,544765
3,161540,969516,16076,12544706,9941057,541940
4,156071,3505478,32466,12688842,7330036,523926
5,155922,946527,15189,12364438,7170797,550542
6,170310,987755,15810,14654664,7199254,537314
7,171973,993460,27020,14394069,8038494,527876
8,170077,973001,16399,14309648,7180154,536433
9,156076,991887,30838,12112306,9480157,524408
10,156247,987625,16126,12110969,9512471,530816
11,156526,3206344,30969,12107270,7249566,526160
12,156791,962864,16286,12077808,7173859,555832
13,173200,998264,16390,14305347,7192861,541502
