i,sstep,lambdastep,gammastep,wstep,loss
1,239994508,193249644,5868665115,37953405,593584
2,429003873,2924652410,6075166039,31563156,635771
3,357845932,4014763803,6457476486,37197020,615510
4,344464868,2850167164,6104416617,31232860,632431
5,338725669,1231143531,6383732837,63200377,609492
6,426025993,921068079,5910658300,74816667,636292
7,391895571,960735471,6376558215,62229815,637245
8,324225841,925706159,6196649357,55844402,602640
9,327435362,914496844,6200856033,51514200,589528
10,368318946,967864582,6349684918,45233513,614903
