i,sstep,lambdastep,gammastep,wstep,loss
1,266081673,188050442,5072418277,67090724,520167
2,267649219,3834275191,6235194726,51285430,564145
3,265772885,450349900955,5810120517,51066015,555405
4,295213823,1930484966,6160547045,41660156,497026
5,261496831,2063187026,5653531243,57087573,571426
6,275072088,1756151341,6009186595,41476780,581438
7,294905095,699313711,5544641173,56646160,568224
8,279939199,1308835953,6045855012,54933580,554897
9,207687875,703492467,6007385792,42473950,566412
10,263235910,1310932634,5559267779,55374580,574973
11,242585993,660298021,5940982168,53482949,568809
12,244795364,1297594855,5970258671,39787915,554554
13,292560356,710120146,5474717266,53816508,656601
14,284461193,1361890957,5985531214,52396212,570869
15,286490586,706182909,5929664656,36176908,555393
