i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,326127,1152197,20457,13193200,11133165,601744
2,799144,1078249,16441,12388214,10107482,534177
3,319196,1075899,16621,12141593,9948142,538186
4,161690,1052361,16825,11959404,9593720,531991
5,199280,1061916,27578,14181744,7271174,523388
6,195482,1042316,26714,13319792,7275018,520179
7,196030,1046307,16352,14123154,7284805,539471
8,199250,1032727,16025,13459733,7276177,536821
9,194102,2547354,17133,13671355,7278611,539981
10,158396,1036736,16375,12001968,9482984,527540
11,158833,1052882,16347,11913281,9341239,527837
12,158095,1036638,16955,11967378,9507077,517767
13,163450,1028820,26921,11881072,9376576,525743
14,195156,1042058,27559,14039370,7239477,521463
15,193073,1041917,16932,13123259,7264892,544875
16,194288,1037184,16967,14015576,7284562,538636
17,192580,1037493,16997,13440531,7240463,549863
18,193216,2544395,16908,13717169,7261488,516761
19,158275,1067158,16259,12005153,9431213,527466
20,158939,1030387,16418,11890029,9366348,524889
21,162399,1041275,15964,11945309,9499339,524274
22,157435,1044042,16546,11872918,9355795,532055
23,192706,1066824,16961,14093118,7246493,538935
