i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,421409239,118884405,792587743,277185298,1429984503,269439779
2,230578,905697,29253,29337223,12400690,579097
3,129750,613424,14049,20811864,11327706,393391
4,102738,596908,10238,7049645,8275099,355402
5,94990,590149,10068,6464326,9177825,351766
6,95493,580549,9554,6440194,6762895,352513
7,94227,569162,8990,6413856,6671903,348442
8,95347,1726296,12125,6405350,5459891,380968
9,101689,660981,20292,6409070,5507383,380720
10,117738,591983,9703,8237450,11793680,361960
11,115756,589592,9334,9792436,10962059,377050
12,116095,577650,9352,8287203,11415470,371219
13,96098,585516,8802,6934396,8353125,352480
14,96398,582379,9091,6402263,8557291,355762
15,94922,578193,8492,6405143,6696745,347132
16,95648,569267,8810,6391630,6636329,355653
17,97585,2423684,11821,6494145,5469552,368064
18,94570,766744,21964,6353587,11896400,423086
19,126822,594690,9740,8312431,11492373,367412
20,119238,600314,9226,9803392,10977896,362045
21,117228,594152,9058,8239480,10826064,368616
22,96196,585427,9012,6604745,7855039,359154
23,95890,585238,9180,6379046,8150240,350818
24,95393,582850,9033,6393974,6714487,355984
25,95018,582430,8491,6389025,6647335,352634
26,95561,1714523,11657,6370879,5472565,366038
27,95384,601494,8908,6359109,5508596,354404
28,117009,590542,9159,8226878,11695732,374709
29,118150,627183,9814,9837983,11049087,381476
30,121249,589136,9212,8295728,10774074,358733
31,95645,592424,9055,6523520,8096319,350356
