i,sstep,lambdastep,gammastep,wstep,loss
1,260829609,196666783,4389019843,27377168,537377
2,193378076,2780635756,5901253081,413860588,526829
3,309454827,368840516259,4742004778,66188566,523965
4,309657221,1366077875,4353817841,64184913,512840
5,230125203,1202349999,4340477917,61744866,496120
6,176118815,1407187958,4349989988,61112109,518994
7,232380656,1148927705,4332560328,60407168,504959
8,231296221,1393326897,4336384391,57103516,519927
9,218265544,1150941156,4322631736,53178272,519315
10,275422343,1322106867,4346642375,47865945,527792
11,234042085,1165971656,4279330367,63783746,529906
12,270812491,1362132142,4316412546,44196152,535322
