i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,2890098,1959282,47228,44779055,11392042,785924
2,3341409,1965198,42875,24955653,10536269,785518
3,330328,1961918,43780,24042569,9555606,769351
4,323915,3408736,45014,24050460,7993812,773025
5,315154,1967318,44950,24132871,8020122,2007044
6,288520,2024009,46576,24279932,8044415,782337
7,363003,2009865,50269,25479504,7993820,783816
8,352741,2009990,57151,22842779,10655676,763911
9,353103,2029351,58177,22851546,10609840,773778
10,342842,2032647,56053,23059444,10415833,761177
11,338456,2008898,59341,23286720,10263062,752306
12,333944,4073565,57551,24198055,7992561,760478
