i,sstep,lambdastep,gammastep,wstep,loss
1,265435194,191091804,5609313829,51142065,651203
2,226112134,4449975901,14502873478,564214364,665670
3,389607443,4475046283,6017492613,767386136,607314
4,375478231,504005268447,6063476181,41034693,673355
5,320521924,393391165067,5949931489,35156415,595432
6,328967127,3223165928,6363570971,53389717,585936
7,326085737,1370329076,5757516087,51849364,596017
8,308686124,3739198223,5827635563,49648687,636521
9,319981539,507086605116,5830589991,55626311,612074
10,362386387,3214641475,5950747138,44087720,635868
11,243791406,1239848246,5617361535,53316450,601055
