i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1041281,2102689,65458,69909748,11056704,857622
2,2366049,2067231,58672,30393155,10978496,796201
3,635391,2051826,43660,25934885,13864548,801136
4,912797,2091363,56604,25908663,10937081,812641
5,347546,2090646,59972,25997965,10882508,794898
6,345000,2097630,56890,25606276,13691454,787361
7,339454,2100278,59077,26166895,10939704,786882
8,350848,2095353,59549,25702068,10893316,783480
9,345353,4757751,59274,25478008,10966763,786168
10,290793,2079009,42166,23420129,13779580,790263
11,348966,2110342,59888,25621706,11117564,796513
