i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,521009,1069388,30955,61296739,7925279,604491
2,245353,1040676,26894,14770618,7392214,542804
3,155249,1005303,16493,11455998,9939638,533180
4,160200,1009156,16447,11242452,9474382,533427
5,150896,991001,16047,11283864,9566531,517713
6,156839,1000266,16599,11138499,9378976,515758
7,151558,994421,15738,11246985,9475065,530943
8,151725,1017065,16353,11115869,9324751,519525
9,155442,3079885,16599,11227172,7300997,524137
10,150971,1015778,27503,11077989,7321727,2461960
11,151065,1003819,15882,11258324,7264330,561719
12,212915,1020447,15551,13085876,7357179,531000
13,213748,1041334,15687,13526836,7352426,531818
14,216904,1020863,16644,13108307,7280793,531840
15,214028,1017641,16293,13268439,7361444,526719
