i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,191239,5868551,18906,16530231,168947858,718468
2,2022432,5613354,30060,15522927,170014144,579809
3,1306522,5370036,31739,17147178,164727977,575125
4,223523,4787152,30788,17527392,166278595,588067
5,423945,5799756,19228,15409098,179087218,576345
6,409819,6404236,32848,15410601,162845107,568212
7,244376,5287539,29780,16272375,169622438,569933
8,221764,5645188,48850,17009103,167973869,567321
9,229601,7015614,31432,13930525,168312148,563561
10,236613,6388165,32708,16669967,163843152,551651
11,222539,5407547,29523,17275261,165980258,560343
12,226446,5704001,30163,16884625,167178419,557571
13,250180,7203721,42325,13566066,168812483,594951
